row_id,Y
275,7.5221953
276,8.20283
277,6.1409726
278,7.783081
279,8.0229025
280,8.162607
281,6.763727
282,7.2444367
283,7.5446043
284,8.131798
285,7.6679316
286,8.003297
287,8.1004
288,7.305054
289,7.7151027
290,7.5448194
291,6.649747
292,7.5746427
293,8.280323
294,6.972924
295,7.395517
296,5.722982
297,7.688058
298,7.095958
299,7.3513036
300,7.240746
301,7.6222277
302,7.2968874
303,6.358573
304,7.9711075
305,6.9963646
306,7.513246
307,7.71661
308,6.339035
309,8.382272
310,7.268961
311,6.785492
312,7.564702
313,7.0947986
314,7.579267
315,6.2125955
316,7.68814
317,7.788668
318,6.3454895
319,7.867248
320,7.507806
321,6.4711986
322,7.495852
323,7.8955407
324,6.5192046
325,7.7686925
326,7.3465123
327,6.045973
328,7.2899184
329,7.2267995
330,6.8535156
331,8.2014675
332,6.1631794
333,7.3543196
334,8.59061
335,7.8461895
336,7.342066
337,8.366666
338,7.779722
339,7.2899184
340,7.9492207
341,6.22236
342,7.800739
343,7.0979424
344,6.3413424
345,6.2333555
346,6.217501
347,7.6909485
348,6.23798
349,8.194554
350,8.13166
351,8.159985
352,7.2846026
353,8.087579
354,6.044344
355,7.861704
356,5.400578
357,7.102332
358,7.6931124
359,7.8691998
360,5.650323
361,7.8037276
362,6.27153
363,7.384788
364,8.12727
365,7.29372
366,8.102204
367,6.0381975
368,4.6368556
369,7.8105726
370,7.412612
371,7.9134445
372,7.736971
373,7.6088963
374,7.705356
375,8.366462
376,7.5134635
377,7.2747684
378,7.261564
379,7.392197
380,7.7358627
381,7.245922
382,7.4025407
383,8.154983
384,7.803991
385,7.681044
386,6.190349
387,6.2085094
388,6.6263
389,7.1656737
390,7.8787875
391,7.8486547
392,7.5653653
393,7.6344323
394,6.3335056
395,7.6458187
396,7.8172317
397,8.125588
398,8.584453
399,8.345083
400,4.9078884
401,7.3117995
402,7.902486
403,7.6724534
404,8.004009
405,7.50343
406,8.092352
407,6.3772984
408,7.9534364
409,7.9291377
410,8.6181965
411,8.250887
412,7.292975
413,6.973821
414,7.436457
415,5.1399655
416,6.9865274
417,7.40351
418,5.3288407
419,7.7772193
420,8.150233
421,7.382332
422,7.3571424
423,7.739285
424,6.265913
425,6.047978
426,6.764621
427,7.701015
428,7.828248
429,7.956627
430,7.876714
431,7.3279915
432,7.427221
433,7.7205567
434,7.6821613
435,7.70628
436,7.7449794
437,6.3525605
438,6.3255634
439,7.2024913
440,6.6852584
441,7.3587623
442,6.770724
443,7.8374777
444,7.9375157
445,7.236079
446,7.6582766
447,7.5123315
448,7.0938687
449,7.71661
450,7.357231
451,8.532362
452,7.378698
453,7.43873
454,8.11355
455,7.2074223
456,7.7817745
457,7.52899
458,6.949347
459,7.956489
460,7.669304
461,5.808677
462,7.661515
463,7.9527164
464,7.5712156
465,7.7555027
466,7.2466745
467,7.3872285
468,7.332323
469,6.1724806
470,7.9033303
471,8.147164
472,8.050465
473,6.433218
474,7.0090976
475,7.2413445
476,7.4632864
477,7.8742113
478,6.399279
479,7.493889
480,7.429984
481,7.5459986
482,8.015518
483,6.100115
484,8.64378
485,7.4781313
486,7.859383
487,7.112583
488,8.126908
489,6.035972
490,7.9988537
491,6.967713
492,5.6972146
493,8.21361
494,7.787843
495,6.961522
496,7.5927744
497,6.5553746
498,6.5246305
499,6.573611
500,7.347523
501,7.6539636
502,6.4279523
503,6.554421
504,5.595935
505,8.391293
506,8.200144
507,6.411744
508,7.099268
509,7.658288
510,7.867751
511,8.12008
512,7.587693
513,7.854493
514,7.777609
515,7.2117276
516,7.7520514
517,6.0233917
518,7.9887977
519,7.565773
520,7.867164
521,7.2219405
522,6.9429665
523,7.752683
524,7.0981045
525,7.808332
526,8.632836
527,6.691319
528,5.2267594
529,7.097332
530,7.064011
531,6.384608
532,8.126575
533,7.4923286
534,7.422396
535,7.916505
536,5.011834
537,8.394523
538,7.1806993
539,8.156759
540,8.0662155
541,8.609404
542,7.63351
543,7.96866
544,7.166311
545,7.1873975
546,7.7891474
547,6.307205
548,6.741652
549,7.3407106
550,6.346789
551,7.754566
552,7.479646
553,7.794444
554,7.8625555
555,6.3890686
556,5.407771
557,7.0134993
558,6.506006
559,7.5893455
560,7.8638015
561,7.8976145
562,7.8784432
563,7.75515
564,7.8259873
565,5.4939156
566,6.505408
567,7.657179
568,8.164621
569,8.166878
570,7.4087014
571,7.1490383
572,7.479634
573,6.075228
574,7.3124804
575,8.339968
576,5.8559837
577,7.255092
578,7.24521
579,4.9124064
580,7.7817726
581,5.64372
582,6.8444357
583,7.6805453
584,6.052451
585,7.3426175
586,7.255092
587,4.9831433
588,6.7481704
589,7.580818
590,7.6755705
591,5.419904
592,6.1130915
593,7.3948073
594,7.769232
595,7.2234592
596,7.534764
597,7.2095075
598,7.1357236
599,8.032477
600,6.1436386
601,7.305054
602,7.65919
603,7.2869797
604,7.089302
605,6.8299394
606,8.409368
607,8.053189
608,7.448301
609,7.4112773
610,6.4724736
611,5.167163
612,8.140721
613,7.4421043
614,6.4013534
615,7.7842255
616,7.743538
617,7.1197767
618,7.9338923
619,7.7543173
620,7.4663005
621,7.638402
622,5.4889402
623,7.4651017
624,7.8634458
625,7.1366534
626,7.9488907
627,6.045973
628,8.109105
629,7.6565166
630,5.1802692
631,5.2442613
632,8.639679
633,7.5851245
634,6.7481017
635,7.0986633
636,6.047978
637,8.019928
638,7.0845413
639,7.6741266
640,8.543847
641,5.6558933
642,6.5174627
643,7.7386746
644,4.6418276
645,7.723731
646,6.2198887
647,5.826466
648,7.08013
649,7.4634037
650,6.9861765
651,7.3410034
652,7.5094686
653,7.293846
654,8.157719
655,8.028095
656,6.3266025
657,5.821824
658,4.9207263
659,8.119107
660,8.019997
661,7.7803965
662,6.2591333
663,6.1787386
664,7.8636107
665,7.557295
666,7.797135
667,7.3272424
668,7.3879766
669,7.6060414
670,6.0427165
671,5.821824
672,7.9091706
673,8.269271
674,5.43413
675,7.4922614
676,7.4238706
677,7.657179
678,5.5123825
679,8.43265
680,8.198872
681,7.675528
682,7.9559913
683,8.115979
684,5.1539173
685,6.157101
686,7.205194
687,7.9867206
688,8.344373
689,7.085351
690,7.092812
691,7.273698
692,7.786226
693,7.529574
694,7.333701
695,7.08469
696,8.635236
697,7.9418793
698,6.6716824
699,6.2069592
700,7.3387237
701,7.20026
702,6.4534845
703,7.3295712
704,6.3155546
705,7.530672
706,7.4273095
707,8.05102
708,7.7580376
709,8.198872
710,6.8582144
711,7.6724534
712,7.655023
713,7.327921
714,7.6291957
715,6.078225
716,6.3905325
717,7.8129973
718,7.576841
719,7.7355704
720,7.1024413
721,7.6237826
722,8.131494
723,8.227511
724,7.4303646
725,8.358856
726,8.0304985
727,7.450063
728,5.569039
729,7.9243093
730,7.861089
731,7.6445985
732,7.7457213
733,7.11418
734,6.869878
735,6.2282815
736,7.2932086
737,7.791806
738,7.788037
739,7.4964967
740,6.9622717
741,7.344161
742,8.04333
743,6.16177
744,7.5166454
745,7.9339943
746,7.3589234
747,5.480119
748,7.867751
749,7.7773013
750,8.028311
751,7.1782565
752,7.682478
753,8.236064
754,6.2165055
755,7.1174397
756,7.267102
757,7.8301067
758,6.998317
759,7.45049
760,7.258895
761,8.49849
762,7.323381
763,8.545847
764,7.9785733
765,7.9972906
766,7.550518
767,7.4012218
768,7.804336
769,8.53167
770,7.870426
771,7.9962087
772,7.62696
773,7.288064
774,5.528258
775,8.366462
776,6.3434086
777,7.86903
778,7.671948
779,4.1740804
780,8.136434
781,6.4587684
782,8.16683
783,7.6990156
784,7.151336
785,6.787268
786,5.7039795
787,8.143179
788,7.5990963
789,7.713449
790,7.3475075
791,7.8887463
792,7.836737
793,7.338728
794,7.748003
795,7.022351
796,8.266966
797,7.3017964
798,5.2461677
799,8.153011
800,7.261292
801,7.1053243
802,6.763909
803,7.6645794
804,7.2195334
805,6.0895557
806,8.178338
807,7.96124
808,6.699212
809,8.187682
810,7.821195
811,5.2211084
812,7.8618913
813,7.721476
814,6.126562
815,7.5446434
816,7.749522
817,7.699547
818,8.07604
819,7.9582915
820,7.593331
821,8.441063
822,7.8508716
823,7.833078
824,7.1198125
825,7.097986
826,7.67503
827,8.048147
828,6.391343
829,8.623284
830,7.129538
831,5.526834
832,7.2266755
833,5.4386034
834,6.509014
835,7.669499
836,4.9625535
837,7.9674172
838,7.985
839,7.6053348
840,8.160068
841,7.0738254
842,7.984943
843,7.2103667
844,7.8673496
845,8.040787
846,8.370909
847,7.758194
848,7.688548
849,5.4114065
850,7.5979185
851,6.947771
852,7.565589
853,7.5067997
854,7.87393
855,4.9571557
856,8.071263
857,7.280692
858,7.626927
859,8.532362
860,7.869815
861,7.8151417
862,4.9906187
863,7.8067875
864,7.9556623
865,6.0649395
866,7.220466
867,6.4509416
868,7.9242477
869,4.675302
870,7.2650204
871,4.1343822
872,7.6638446
873,7.490402
874,6.1923137
875,5.655272
876,7.8891563
877,7.730234
878,8.040787
879,7.9579434
880,7.6612825
881,7.3301935
882,5.400578
883,5.172814
884,8.156782
885,7.3865976
886,8.627347
887,7.8128133
888,6.175785
889,7.2686734
890,7.647768
891,6.29838
892,6.4392943
893,8.263826
894,7.0696077
895,7.000253
896,8.007709
897,7.6647735
898,8.15258
899,7.8798027
900,7.891044
901,8.109354
902,7.919794
903,5.5085235
904,7.8242517
905,7.9047
906,8.423476
907,7.9012337
908,8.232987
909,6.004893
910,8.15719
911,7.0251675
912,8.21676
913,7.365261
914,7.4562764
915,7.7580376
916,7.476456
917,7.103915
918,7.75549
919,8.143232
920,6.5174627
921,5.8406377
922,6.256105
923,7.877422
924,7.0938687
925,7.969132
926,5.2437143
927,7.8021193
928,7.5182557
929,7.6479363
930,6.759537
931,7.877973
932,8.07148
933,6.773673
934,8.189546
935,5.721764
936,8.535682
937,7.8548484
938,7.829333
939,7.022166
940,7.3176184
941,8.154235
942,6.2032247
943,7.307272
944,7.9711075
945,8.413411
946,8.130626
947,4.655776
948,5.378598
949,7.1164646
950,4.5626097
951,6.604416
952,5.624944
953,4.6978602
954,7.669304
955,6.159429
956,7.2974386
957,7.8303914
958,5.9353614
959,6.4216332
960,7.7886853
961,7.7976217
962,7.776931
963,6.5692587
964,7.164731
965,7.3127093
966,5.233029
967,7.4552026
968,6.956413
969,6.5521483
970,7.0415387
971,6.4176106
972,7.9830847
973,7.9585743
974,8.178237
975,6.8571997
976,5.808007
977,7.715671
978,6.831978
979,4.1663804
980,8.413411
981,7.7988143
982,8.168731
983,5.5396004
984,6.899726
985,7.7746625
986,4.1349764
987,8.036137
988,7.3364086
989,6.7344484
990,7.722762
991,7.4758615
992,6.9968376
993,8.152571
994,8.54748
995,7.899283
996,5.8788157
997,5.704504
998,7.813092
999,7.719613
1000,7.1782565
1001,7.947534
1002,8.329768
1003,5.404716
1004,7.646945
1005,6.0468955
1006,8.182853
1007,7.1278906
1008,8.146313
1009,7.5859566
1010,7.7329507
1011,7.6973367
1012,7.255024
1013,7.794444
1014,8.174177
1015,7.375853
1016,8.578721
1017,7.742486
1018,6.3266025
1019,7.5889096
1020,7.8037324
1021,7.679423
1022,7.446496
1023,7.8487926
1024,7.679652
1025,8.115452
1026,8.133468
1027,7.171532
1028,7.32182
1029,6.406242
1030,5.5228925
1031,6.403827
1032,5.396105
1033,7.655175
1034,7.3849287
1035,7.997145
1036,8.146499
1037,7.1630087
1038,7.9061103
1039,8.118372
1040,7.492367
1041,7.7853928
1042,7.815687
1043,7.667907
1044,7.8742313
1045,8.106331
1046,7.5746655
1047,6.6153345
1048,7.0696497
1049,7.901953
1050,7.660075
1051,6.7744184
1052,7.924755
1053,7.4923286
1054,7.544438
1055,7.8088965
1056,7.832683
1057,7.794444
1058,7.9684777
1059,6.044344
1060,8.154029
1061,5.396105
1062,7.986439
1063,7.9269247
1064,7.934623
1065,7.8843107
1066,7.38966
1067,7.8123527
1068,7.489619
1069,8.176377
1070,8.561786
1071,7.9332485
1072,5.419546
1073,7.941834
1074,6.1675506
1075,7.8937654
1076,8.181244
1077,6.5503764
1078,7.7227097
1079,7.8655005
1080,7.8147197
1081,6.1587915
1082,7.883263
1083,6.161975
1084,7.0900226
1085,8.240814
1086,6.253121
1087,7.857625
1088,6.138879
1089,6.0366154
1090,6.3020864
1091,7.604435
1092,7.5123734
1093,6.7697587
1094,6.430896
1095,7.9567704
1096,7.0390606
1097,7.5733104
1098,7.821017
1099,7.810441
1100,7.324505
1101,7.6768436
1102,7.9082685
1103,7.4417267
1104,6.2883177
1105,6.1189632
1106,7.477726
1107,5.9964957
1108,7.5047965
1109,8.074182
1110,8.048419
1111,7.7349753
1112,7.4220686
1113,7.3669176
1114,8.00823
1115,5.066799
1116,7.956564
1117,8.195346
1118,8.087186
1119,5.2334595
1120,7.09106
1121,5.4007745
1122,6.3948755
1123,5.597954
1124,7.8028655
1125,7.1228456
1126,6.3305244
1127,7.368324
1128,7.3869743
1129,6.853437
1130,5.4939156
1131,7.4536753
1132,7.872489
1133,5.025876
1134,7.145908
1135,7.891044
1136,7.0723834
1137,6.788047
1138,6.5250335
1139,7.509855
1140,6.5806627
1141,6.1529374
1142,7.7300773
1143,5.504451
1144,8.390561
1145,7.569367
1146,7.393841
1147,7.1075788
1148,5.155497
1149,8.625143
1150,7.929864
1151,7.8040733
1152,6.160914
1153,7.8582478
1154,7.9790635
1155,6.977673
1156,7.7848506
1157,7.298749
1158,7.815199
1159,7.117365
1160,6.97224
1161,6.6655574
1162,7.87288
1163,8.129969
1164,8.536117
1165,5.82251
1166,5.746257
1167,7.1136165
1168,5.4871016
1169,6.7941833
1170,7.296473
1171,8.397601
1172,8.045734
1173,7.6547585
1174,7.1443944
1175,7.681363
1176,7.7696595
1177,7.1696067
1178,7.887973
1179,7.7227445
1180,7.562755
1181,7.1472635
1182,8.362054
1183,7.979719
1184,7.0694175
1185,7.663752
1186,8.345083
1187,7.9538503
1188,8.589654
1189,6.41097
1190,7.3072295
1191,8.594412
1192,7.204587
1193,7.2413445
1194,6.836443
1195,7.7192655
1196,7.164731
1197,7.6447597
1198,7.651416
1199,7.4923444
1200,7.6667466
1201,7.331771
1202,8.021781
1203,8.024763
1204,8.179391
1205,7.53356
1206,5.4060535
1207,7.9438534
1208,6.6841774
1209,7.4423857
1210,7.08731
1211,7.5485287
1212,8.190318
1213,8.235077
1214,5.763452
1215,5.477634
1216,6.4015265
1217,5.3892217
1218,7.0005026
1219,7.3179665
1220,8.247458
1221,6.259304
1222,7.8693852
1223,7.8992352
1224,7.852641
1225,7.99299
1226,7.2470837
1227,6.122908
1228,7.5703707
1229,7.7311516
1230,7.7808523
1231,6.9683747
1232,7.9335914
1233,6.573533
1234,7.5745535
1235,7.347499
1236,8.356876
1237,6.834825
1238,7.9554386
1239,7.528986
1240,6.758667
1241,7.906685
1242,7.2356696
1243,7.487354
1244,6.4301777
1245,6.073752
1246,7.238954
1247,7.6772523
1248,7.318669
1249,7.469611
1250,4.9173527
1251,8.106712
1252,8.235077
1253,7.1344223
1254,7.898956
1255,7.832117
1256,8.005202
1257,7.921231
1258,7.763919
1259,7.7381907
1260,7.999982
1261,8.187451
1262,8.094701
1263,7.269073
1264,7.713793
1265,6.404162
1266,7.729587
1267,7.927562
1268,7.756439
1269,7.515736
1270,7.232821
1271,7.2155323
1272,7.770067
1273,5.402158
1274,7.364342
1275,7.458761
1276,7.282955
1277,6.358357
1278,5.705448
1279,7.9609866
1280,7.2846026
1281,6.781764
1282,6.1818347
1283,8.143675
1284,8.207846
1285,7.457786
1286,6.5989065
1287,6.102223
1288,7.845373
1289,7.369162
1290,7.535766
1291,7.9029016
1292,7.319539
1293,5.2455163
1294,7.278058
1295,7.4911585
1296,7.436457
1297,8.178595
1298,7.382116
1299,7.8595004
1300,7.7472067
1301,7.9949737
1302,8.418973
1303,7.481226
1304,6.681256
1305,5.75192
1306,6.419371
1307,6.4492865
1308,7.52628
1309,5.3770185
1310,8.2596855
1311,7.1204634
1312,7.0748186
1313,7.4326544
1314,7.355876
1315,6.8252616
1316,7.164731
1317,7.8076234
1318,5.9538503
1319,7.974116
1320,7.9790115
1321,7.788448
1322,8.102028
1323,8.163961
1324,6.3798647
1325,7.71661
1326,7.4800158
1327,7.6794147
1328,6.3624616
1329,6.8820057
1330,7.229766
1331,7.81085
1332,5.4015803
1333,5.5996103
1334,6.7402678
1335,7.5583377
1336,7.579305
1337,7.5819964
1338,8.532362
1339,8.11141
1340,7.6770163
1341,7.8545647
1342,6.9946065
1343,8.306748
1344,8.609404
1345,6.4117165
1346,7.612124
1347,7.5965195
1348,8.131195
1349,6.786806
1350,8.128047
1351,6.183122
1352,7.243401
1353,5.1176434
1354,6.9645433
1355,5.2267594
1356,7.021055
1357,7.9515066
1358,7.612226
1359,7.535938
1360,8.111703
1361,7.883836
1362,5.650323
1363,6.5188446
1364,7.7166905
1365,6.253121
1366,7.116935
1367,7.6958914
1368,6.2616343
1369,7.1024413
1370,7.720057
1371,7.784233
1372,6.5901237
1373,6.561475
1374,7.672237
1375,7.152686
1376,7.5990963
1377,8.005655
1378,7.879627
1379,6.1305714
1380,7.9554386
1381,7.9380774
1382,7.5503526
1383,6.000021
1384,7.679652
1385,7.7728853
1386,5.4956136
1387,5.7193947
1388,4.354284
1389,6.1893444
1390,5.3131
1391,6.035972
1392,7.7947874
1393,7.657924
1394,7.247751
1395,4.736434
1396,6.463531
1397,7.868256
1398,6.9775505
1399,7.2003427
1400,7.126058
1401,6.751526
1402,6.981459
1403,6.8486323
1404,8.1553335
1405,7.609598
1406,7.9913774
1407,8.175449
1408,8.426323
1409,7.401288
1410,7.1355095
1411,7.8333097
1412,7.4875937
1413,6.86546
1414,7.249905
1415,7.9203176
1416,5.385782
1417,7.3084216
1418,7.9029016
1419,7.7210507
1420,7.7711368
1421,8.166547
1422,7.164731
1423,7.590502
1424,6.9476757
1425,7.3272424
1426,6.96215
1427,6.2320137
1428,7.283084
1429,6.399102
1430,7.5726557
1431,7.6764736
1432,5.6015973
1433,7.7933645
1434,7.7895555
1435,8.408498
1436,7.699547
1437,7.5312204
1438,6.236684
1439,7.6790524
1440,7.6476307
1441,7.8005266
1442,6.588075
1443,6.6823115
1444,6.602521
1445,7.369196
1446,7.9297333
1447,7.9786487
1448,6.762362
1449,7.7084284
1450,7.7447586
1451,7.969934
1452,7.097676
1453,6.761968
1454,7.25346
1455,7.9769015
1456,6.346789
1457,8.448415
1458,6.57064
1459,8.122899
1460,7.738401
1461,7.3600397
1462,7.557295
1463,7.9959574
1464,7.6966267
1465,7.811796
1466,5.3493266
1467,7.3098087
1468,8.042271
1469,7.722891
1470,5.4380693
1471,7.6227064
1472,7.608009
1473,7.810357
1474,7.2757626
1475,7.5889654
1476,7.1104717
1477,4.6395545
1478,6.1695232
1479,7.528264
1480,8.007103
1481,7.422114
1482,7.1883802
1483,7.9645715
1484,8.104706
1485,7.5170894
1486,7.09127
1487,7.7580376
1488,6.9888234
1489,6.520789
1490,6.5000153
1491,7.8168564
1492,6.6869335
1493,7.007592
1494,8.161749
1495,7.109077
1496,8.148748
1497,7.0260167
1498,5.5160036
1499,4.950415
1500,7.555343
1501,5.374125
1502,7.5906076
1503,6.952149
1504,5.383799
1505,7.1203136
1506,7.9314103
1507,7.7767224
1508,6.3644066
1509,7.920287
1510,7.7443004
1511,7.7950025
1512,7.5417957
1513,7.984943
1514,8.16212
1515,6.811798
1516,7.815213
1517,7.431679
1518,8.113437
1519,7.125914
1520,7.1949096
1521,7.903049
1522,8.082859
1523,7.777013
1524,7.596712
1525,7.9328437
1526,7.868408
1527,7.3533688
1528,7.4484873
1529,8.019764
1530,5.7191334
1531,7.234019
1532,8.250887
1533,8.019811
1534,6.8299394
1535,8.112656
1536,8.519752
1537,6.3374524
1538,7.754533
1539,8.62308
1540,6.1683674
1541,8.054566
1542,6.960947
1543,8.217678
1544,8.168757
1545,7.946109
1546,7.8395143
1547,7.198785
1548,6.930232
1549,6.2489324
1550,7.2398705
1551,8.172025
1552,7.80633
1553,7.1604424
1554,5.2006755
1555,8.223066
1556,8.233937
1557,7.988881
1558,4.1718493
1559,7.700023
1560,7.899283
1561,6.449406
1562,8.43128
1563,6.9796057
1564,6.288917
1565,6.4504466
1566,6.293477
1567,6.1766305
1568,6.5238523
1569,6.035972
1570,6.39155
1571,6.8084445
1572,7.6357703
1573,7.692134
1574,8.008166
1575,8.229654
1576,7.844003
1577,7.439202
1578,8.1019125
1579,7.249434
1580,5.825565
1581,5.2211084
1582,7.959902
1583,7.3686285
1584,8.084491
1585,4.6952615
1586,8.246129
1587,7.374393
1588,7.332513
1589,7.529222
1590,7.2639575
1591,8.092008
1592,8.382272
1593,7.3020506
1594,5.403378
1595,8.383544
1596,7.9554386
1597,8.394523
1598,6.102223
1599,6.062105
1600,6.768142
1601,6.8184967
1602,5.409768
1603,5.6536207
1604,7.1890173
1605,6.364493
1606,8.116445
1607,7.8471546
1608,7.6702065
1609,8.650962
1610,5.511456
1611,7.8003936
1612,4.11529
1613,7.794444
1614,7.0875688
1615,6.986123
1616,7.743105
1617,7.754566
1618,6.4604096
1619,7.7458987
1620,8.370909
1621,7.8200607
1622,6.035972
1623,7.0733657
1624,7.7749276
1625,7.501972
1626,5.5743594
1627,7.541667
1628,8.0435505
1629,7.1287045
1630,7.3292584
1631,6.4321933
1632,4.6820483
1633,6.434051
1634,7.799066
1635,8.202426
1636,6.4048643
1637,6.4201427
1638,7.3056564
1639,5.6266575
1640,7.107048
1641,4.969824
1642,7.385531
1643,7.782473
1644,6.8252616
1645,7.2801294
1646,6.37926
1647,7.2525196
1648,7.087195
1649,6.3912716
1650,7.9480786
1651,8.048296
1652,6.543253
1653,6.7501607
1654,7.732457
1655,7.118385
1656,5.5085235
1657,7.1262264
1658,7.029208
1659,7.3910766
1660,6.56949
1661,7.3442035
1662,8.108637
1663,7.9043064
1664,7.792235
1665,6.544322
1666,8.213698
1667,7.560702
1668,8.195051
1669,7.74724
1670,7.1188083
1671,6.309487
1672,7.4639597
1673,7.7941637
1674,5.7048917
1675,7.9842234
1676,7.33489
1677,8.161111
1678,7.2739096
1679,7.5234694
1680,7.097332
1681,6.5314727
1682,6.4913445
1683,7.528401
1684,7.944997
1685,8.056671
1686,7.736502
1687,7.24521
1688,8.082971
1689,5.883289
1690,8.298105
1691,6.1946626
1692,7.3503075
1693,7.5816383
1694,8.228078
1695,7.408649
1696,7.3179054
1697,7.987083
1698,6.9579926
1699,6.739853
1700,7.2884984
1701,8.183539
1702,6.3545856
1703,5.5320477
1704,7.660357
1705,7.8792377
1706,6.4020624
1707,5.7087646
1708,7.957926
1709,6.9825273
1710,6.1893444
1711,7.7236447
1712,7.755624
1713,5.7157936
1714,7.753264
1715,7.7196817
1716,7.52329
1717,7.8801723
1718,7.7525773
1719,7.108091
1720,6.421135
1721,5.9403596
1722,7.4247627
1723,7.893535
1724,7.8891587
1725,7.6685066
1726,7.8571773
1727,7.8817306
1728,7.2042704
1729,7.914238
1730,4.4059167
1731,7.179313
1732,8.158079
1733,6.008624
1734,4.1616035
1735,8.456041
1736,7.2302613
1737,8.572844
1738,7.5152407
1739,7.249895
1740,8.235077
1741,7.7055264
1742,6.20298
1743,7.695773
1744,6.2808814
1745,7.7821784
1746,7.2684765
1747,7.42778
1748,6.163636
1749,7.6995373
1750,6.1654396
1751,7.1116133
1752,8.54748
1753,5.550785
1754,6.451558
1755,7.7427335
1756,7.794444
1757,7.7731915
1758,7.7749276
1759,6.2967296
1760,5.718709
1761,6.9923196
1762,6.8025737
1763,4.1120424
1764,6.816046
1765,7.60724
1766,7.3953094
1767,7.352761
1768,7.3468504
1769,6.6013207
1770,7.4073467
